"SampleID","SpotID","Crystallization_Age_Ma","Hf176_Hf177","Hf176_Hf177_1s","Lu176_Hf177","Lu176_Hf177_1s","Hf176_Hf177_initial","eHf","eHf_1s"
2123197,5,1467,0.282079,2.9e-05,0.0006913,2.75e-06,0.282054825232665,7.15965854879208,1.15297714628969
2123197,6,1846,0.281638,2.95e-05,0.001357,1.1e-05,0.281587467817915,-0.731922715725419,1.07076458647698
2123197,7,1250,0.282184,2.85e-05,0.0013075,1.95e-06,0.282155160833894,5.7683286364707,1.07449126842808
2123197,8,1143,0.282182,3.05e-05,0.0006631,4.05e-06,0.282167712993768,3.78113790136192,1.17067278613049
2123197,9,250,0.282608,2.7e-05,0.0006282,2.2e-06,0.282616064178685,-0.421403417615318,0.958722847393833
2123197,10,628,0.282438,3.05e-05,0.0006919,3.25e-06,0.282438848687096,1.75970571252293,1.0994392515209
2123197,11,655,0.282496,3e-05,0.001805,2.8e-06,0.282488815346031,4.13574093681257,1.09629977664963
2123197,12,1588,0.281837,3e-05,0.0007477,3.9e-06,0.281834524794938,2.11201386625337,1.38456814343794
2123197,13,1787,0.281567,2.45e-05,0.00054786,4.2e-07,0.281576433498953,-2.48153754129343,0.954881934142179
2123197,14,2818,0.281021,2.95e-05,0.0006865,1.7e-06,0.281006955590832,1.24760273692681,1.06082692418958
2123197,15,2824,0.280979,2.9e-05,0.0009991,1.8e-06,0.280945969460339,-0.781906000860699,1.04930986506436
2123197,16,1576,0.281987,2.7e-05,0.0022035,4.95e-06,0.281956272635939,6.15773183864965,1.00998165929447
2123197,17,1748,0.281542,2.65e-05,0.0006712,5.5e-07,0.281556758171532,-4.07655282283814,0.965753648135001
2123197,18,1689,0.281887,2.55e-05,0.001612,1.65e-05,0.281881414032078,6.09332993736444,0.920615631008115
2123197,19,1510,0.281661,2.3e-05,0.000668,6e-06,0.281692920728464,-4.6980638955807,0.933543747071583
2123197,20,707,0.282247,2.25e-05,0.001236,5.5e-06,0.282282594741706,-1.998911425386,0.835256599861416
2123197,21,1162,0.282121,2.5e-05,0.0006558,1.15e-06,0.282113632846295,2.29520033685704,0.915564474431788
2123197,22,598,0.281398,3.1e-05,0.0006251,7e-07,0.281398989426484,-35.7348878105024,1.10253431843246
2123197,23,1136,0.282221,2.5e-05,0.0006556,1.7e-06,0.282213962014058,5.26187986149118,0.920356943483406
2123197,24,1614,0.281986,2.95e-05,0.0014019,4.7e-06,0.281951159732993,6.84745448689128,1.08697721881423
2123197,25,612,0.282454,3.1e-05,0.000645,7.5e-06,0.282454595925065,1.95809879735886,1.10657881291433
2123197,26,2319,0.281159,2.4e-05,0.0003584,1.35e-06,0.281150159353214,-5.32456604500076,1.25172852333872
2123197,27,2067,0.281178,3e-05,0.0003789,2.6e-06,0.281171108387134,-10.4218090192698,1.6600881819148
2123197,28,487,0.28245,2.85e-05,0.0009944,1.4e-06,0.282448927172445,-1.04464839979945,1.01889785457567
2123197,29,1072,0.28217,3.5e-05,0.000826,6e-06,0.282161319760457,1.94387519175221,1.28164562695028
2123197,30,1185,0.282039,2.7e-05,0.00049146,4.7e-07,0.282036017702369,0.0656785371755397,0.990024657217319
2123197,31,1170,0.281508,2.85e-05,0.0012994,6.5e-07,0.281487334835553,-19.7288102642457,1.06059495587074
2123197,33,1654,0.281799,2.6e-05,0.0007041,1e-06,0.281783942094746,1.82997192145651,0.942576746313118
2123197,34,1204,0.282049,2.3e-05,4.821e-05,1.5e-07,0.282053905218291,1.13162275332535,0.927686259135407
2123197,35,1206,0.282033,2.55e-05,0.000313,1.75e-05,0.282031880267287,0.396107908564591,0.927472622220932
2123197,36,1781,0.281555,2.45e-05,0.0009942,2.2e-06,0.281527422437552,-4.35965212376654,0.953119655736484
2123197,37,1162,0.282107,2.5e-05,0.0004748,1e-06,0.282102598163192,1.90396735483933,0.9216053958617
2123197,38,1168,0.282084,2.2e-05,0.0005187,1e-06,0.282077577092101,1.1530974404228,0.812056121367283
2123197,39,1209,0.282097,2.05e-05,0.0002889,2e-06,0.282095411931864,2.71703402189738,0.789372997986609
2123197,40,609,0.282035,2.5e-05,0.0003398,8e-07,0.282035118602128,-12.9631954756415,0.927106666308321
2123197,41,208,0.282603,3.05e-05,0.0013348,1.2e-06,0.282600811987677,-1.89608774462835,1.07341643187484
2123197,42,1433,0.282091,2.55e-05,0.001328,1.4e-05,0.282058030087281,6.49622242745673,0.958324629675547
2123197,43,2444,0.281317,2.85e-05,0.0011199,3.4e-06,0.281267773060309,1.76806420469688,1.06312580153095
2123197,44,1767,0.281621,2.75e-05,0.00176,1.05e-05,0.281564033724831,-3.38162038987844,1.0125216225223
2123197,45,1176,0.282124,2.25e-05,0.000896,3e-06,0.282107131483919,2.38267102133483,0.831696313557747
2123197,46,1158,0.282134,2.8e-05,0.0011161,5.5e-07,0.282110633754951,2.09803571271872,1.02086321950515
2123197,47,1606,0.281936,2.75e-05,0.0012996,3.7e-06,0.281898485700621,4.79454412702696,0.99988671514865
2123197,48,1172,0.282043,2.85e-05,0.0007127,2e-06,0.2820292504477,-0.469512439061903,1.06481981018535
2123197,49,612,0.281597,3.3e-05,0.0003782,6e-07,0.281593658571875,-28.5284270249264,1.17803833115197
2123197,50,2063,0.28135,2.7e-05,0.0006588,2.55e-06,0.281325158770635,-5.04113934530981,3.38325179532806
2123197,51,868,0.282303,3.05e-05,0.0005116,1.65e-06,0.282296650719299,2.125899087706,1.19892028088557
2123197,52,1570,0.282006,3.05e-05,0.0010965,1.95e-06,0.281974419269427,6.66423121151505,1.11953860916592
2123197,53,1570,0.282132,2.95e-05,0.0005189,1.8e-06,0.282116581722668,11.7092701890043,1.05221715078753
2123197,54,1561,0.281987,2.8e-05,0.0009011,3.2e-06,0.281941380996259,5.28559264945105,1.01576543898503
2123197,55,653,0.282369,2.85e-05,0.00059,1.9e-06,0.282346770783524,-0.939588282945492,1.01701803916732
2123197,56,1157,0.28194,2.8e-05,0.00042862,1.85e-07,0.281919650709236,-4.69586851779003,1.04116318218628
2123197,57,1166,0.282206,2.65e-05,0.0005842,7e-07,0.282176156909038,4.60284313645865,0.982336864417262
2123197,58,1146,0.28214,3.3e-05,0.000622,6e-06,0.282126562973589,2.3903368173217,1.22184995824198
2123197,59,602,0.281871,3.5e-05,0.000503,1.55e-06,0.281858320846978,-19.3805000860536,1.24478099848781
2123197,60,2085,0.281559,3.25e-05,0.0010618,1.55e-06,0.281511898380439,2.1025883820025,1.17531408178523
2123197,61,675,0.282381,3.15e-05,0.000673,5.5e-07,0.282364474219384,0.181677503809929,1.12416834197835
